ID,Tahun Kelahiran,Kelas Pekerjaan,fnlwgt,Pendidikan,Jenjang Pendidikan,Status,Pekerjaan,Hubungan,Etnis,sex,pendapatan,pengeluaran,hours per week,Asal Negara,jumlah_anak,income
21355,1988,Swasta,156400,Diploma,Kuliah,Cerai,Administratif dan Kantor,Belum Menikah,1,Female,0,0,40,United-States,2,<=50K
21356,1995,Pengusaha perorangan,141185,Diploma,Kuliah,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,55,United-States,0,<=50K
21357,1978,Pengusaha berbadan hukum,284799,Diploma,Kuliah,Menikah,Sales,Suami,1,Male,0,0,60,United-States,1,<=50K
21358,1986,Swasta,455379,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,63,United-States,1,>50K
21359,1980,Pengusaha perorangan,27242,Diploma,Kuliah,Belum-menikah,Pertanian dan Perikanan,Punya Anak,1,Male,0,0,60,United-States,0,<=50K
21360,2003,,314645,Diploma,Kuliah,Belum-menikah,,Tidak dalam Keluarga,1,Female,0,0,43,United-States,0,<=50K
21361,1995,Pengusaha berbadan hukum,156815,SMA Grad,SMA Grad,Menikah,Layanan Lainnya,Suami,1,Male,0,0,40,United-States,3,<=50K
21362,1984,Swasta,217120,kelas 10,SMA_1,Cerai,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,50,United-States,1,<=50K
21363,1959,Pemerintah daerah,180869,Diploma,Kuliah,Duda/Janda,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,35,United-States,3,<=50K
21364,2005,Swasta,159313,SMA Grad,SMA Grad,Belum-menikah,Pengelola Kebersihan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
21365,2005,Swasta,475028,SMA Grad,SMA Grad,Belum-menikah,Sales,Punya Anak,1,Female,0,0,20,United-States,0,<=50K
21366,1972,Swasta,127315,Magister,Magister,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,1,>50K
21367,1984,Pengusaha perorangan,243636,Sarjana,Sarjana,Menikah,Sales,Suami,1,Male,0,0,50,United-States,1,>50K
21368,1999,Swasta,479765,kelas 7-8,SMP_1,Belum-menikah,Sales,Kerabat,1,Male,0,0,45,Guatemala,0,<=50K
21369,1961,Swasta,208862,SMA Grad,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
21370,1983,Swasta,187802,Diploma,Kuliah,Cerai,Dukungan Teknis,Tidak dalam Keluarga,1,Male,0,0,50,United-States,0,<=50K
21371,1992,Swasta,176253,Diploma,Kuliah,Cerai,Eksekutif Manager,Tidak dalam Keluarga,2,Male,0,0,40,United-States,3,<=50K
21372,1985,Swasta,108140,Asosiasi vokasional,vokasi Grad_2,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,3,<=50K
21373,1961,Swasta,64544,Sarjana,Sarjana,Belum-menikah,Dukungan Teknis,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,>50K
21374,2005,Swasta,270551,SMA Grad,SMA Grad,Belum-menikah,Layanan Lainnya,Punya Anak,1,Male,0,0,20,United-States,0,<=50K
21375,2000,Swasta,188925,Asosiasi vokasional,vokasi Grad_2,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,0,<=50K
21376,1983,Pengusaha berbadan hukum,120277,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,?,3,<=50K
21377,1973,Pemerintah negara,194475,Diploma,Kuliah,Cerai,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K
21378,1998,Swasta,167350,Diploma,Kuliah,Menikah,Dukungan Teknis,Suami,1,Male,3103,0,40,United-States,0,>50K
21379,2004,,189740,Diploma,Kuliah,Belum-menikah,,Punya Anak,1,Female,0,0,32,United-States,0,<=50K
21380,2002,Swasta,202745,SMA Grad,SMA Grad,Belum-menikah,Inspeksi dan Operasi Mesin,Kerabat,1,Male,0,0,55,United-States,0,<=50K
21381,1993,Pengusaha perorangan,281030,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,45,United-States,2,<=50K
21382,1985,Swasta,177277,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,45,United-States,0,>50K
21383,2002,Swasta,236769,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,0,20,England,0,<=50K
21384,1984,Swasta,360884,Diploma,Kuliah,Belum-menikah,Dukungan Teknis,Tidak dalam Keluarga,1,Female,0,0,50,United-States,0,>50K
21385,1977,Pengusaha perorangan,177457,Diploma,Kuliah,Menikah,Layanan Lainnya,Suami,2,Male,0,0,40,United-States,0,<=50K
21386,1995,Pemerintah pusat,184723,Diploma,Kuliah,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,>50K
21387,2004,Swasta,266015,Diploma,Kuliah,Belum-menikah,Sales,Punya Anak,2,Male,0,0,44,United-States,0,<=50K
21388,1987,Swasta,183800,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,2,>50K
21389,1970,Pengusaha perorangan,121761,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,3,Male,0,0,50,?,0,<=50K
21390,1988,Swasta,185325,SMA Grad,SMA Grad,Belum-menikah,Transportasi dan Pengangkutan,Tidak dalam Keluarga,1,Male,0,0,35,United-States,0,<=50K
21391,1977,Swasta,207140,SMA Grad,SMA Grad,Cerai,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,38,United-States,1,<=50K
21392,1988,Swasta,175759,SMA Grad,SMA Grad,Cerai,Eksekutif Manager,Belum Menikah,1,Male,0,0,40,United-States,3,<=50K
21393,1997,Swasta,372500,kelas 5-6,SD_2,Menikah,Pengelola Kebersihan,Suami,1,Male,0,0,45,Mexico,1,<=50K
21394,1974,Swasta,138852,Magister,Magister,Menikah,Eksekutif Manager,Suami,1,Male,15024,0,50,United-States,3,>50K
21395,1979,Pemerintah daerah,135776,Magister,Magister,Cerai,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,30,United-States,0,<=50K
21396,1957,Swasta,118363,Sarjana,Sarjana,Cerai,Eksekutif Manager,Tidak dalam Keluarga,1,Female,0,2206,5,United-States,3,<=50K
21397,1970,Pemerintah daerah,135840,kelas 10,SMA_1,Menikah,Layanan Perlindungan,Suami,1,Male,0,0,45,United-States,1,<=50K
21398,1998,Swasta,213081,SMA Grad,SMA Grad,Belum-menikah,Administratif dan Kantor,Belum Menikah,2,Female,0,0,40,Jamaica,0,<=50K
21399,2001,Swasta,41721,Asosiasi vokasional,vokasi Grad_2,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,55,United-States,0,>50K
21400,1990,Swasta,264651,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,3,>50K
21401,1992,Swasta,34104,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,3103,0,55,United-States,1,>50K
21402,1986,Swasta,127601,Diploma,Kuliah,Duda/Janda,Eksekutif Manager,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,>50K
21403,1965,Pengusaha perorangan,128105,SMA Grad,SMA Grad,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,35,United-States,0,<=50K
21404,1973,Pengusaha perorangan,353281,SMA Grad,SMA Grad,Rencana Cerai,Layanan Lainnya,Belum Menikah,1,Female,0,0,20,United-States,1,<=50K
21405,1976,Pengusaha berbadan hukum,138370,Magister,Magister,LDM,Sales,Tidak dalam Keluarga,3,Male,0,0,50,India,0,<=50K
21406,1998,Swasta,174921,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K
21407,2004,Swasta,411862,Asosiasi vokasional,vokasi Grad_2,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Male,0,0,30,United-States,0,<=50K
21408,1974,Pengusaha berbadan hukum,304955,Sarjana,Sarjana,Menikah,Sales,Suami,1,Male,0,0,60,United-States,3,>50K
21409,1961,Swasta,308028,Magister,Magister,Menikah,Dukungan Teknis,Suami,1,Male,5013,0,40,United-States,0,<=50K
21410,1977,Swasta,191411,Magister,Magister,Menikah,Spesialis Profesional,Suami,3,Male,0,0,45,India,2,<=50K
21411,2003,Pemerintah negara,181761,Diploma,Kuliah,Belum-menikah,Dukungan Teknis,Punya Anak,1,Female,0,0,10,United-States,0,<=50K
21412,2006,Swasta,169745,kelas 7-8,SMP_1,Belum-menikah,Layanan Lainnya,Punya Anak,1,Female,0,0,40,United-States,0,<=50K
21413,2001,Swasta,200089,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Kerabat,1,Male,0,0,40,El-Salvador,3,<=50K
21414,1980,Swasta,151089,Magister,Magister,Menikah,Spesialis Profesional,Suami,1,Male,0,1887,60,United-States,1,>50K
21415,1992,Swasta,193042,Proffesor,Doktor,Menikah,Sales,Suami,1,Male,15024,0,60,United-States,1,>50K
21416,1966,Swasta,259014,Diploma,Kuliah,Belum-menikah,Transportasi dan Pengangkutan,Tidak dalam Keluarga,1,Male,0,0,20,United-States,0,<=50K
21417,1965,Pengusaha berbadan hukum,349910,Asosiasi akademik,vokasi Grad_1,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0,<=50K
21418,1958,Pemerintah daerah,54826,Asosiasi vokasional,vokasi Grad_2,Duda/Janda,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,20,United-States,2,<=50K
21419,2003,Swasta,83141,SMA Grad,SMA Grad,Belum-menikah,Pertanian dan Perikanan,Tidak dalam Keluarga,1,Male,0,0,53,United-States,0,<=50K
21420,2005,,32477,Diploma,Kuliah,Belum-menikah,,Punya Anak,1,Male,0,0,25,United-States,0,<=50K
21421,1997,Swasta,244315,SMA Grad,SMA Grad,Cerai,Pekerjaan Kerajinan,Kerabat,5,Male,0,0,40,United-States,2,<=50K
21422,2000,Swasta,96279,SMA Grad,SMA Grad,Belum-menikah,Inspeksi dan Operasi Mesin,Punya Anak,1,Female,0,0,40,United-States,0,<=50K
21423,1982,Swasta,165916,Sarjana,Sarjana,Cerai,Administratif dan Kantor,Belum Menikah,1,Female,0,0,45,United-States,1,<=50K
21424,1999,Swasta,188767,SMA Grad,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
21425,1990,Swasta,185216,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
21426,2000,Swasta,69640,Sarjana,Sarjana,Belum-menikah,Sales,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
21427,1988,Swasta,189674,Diploma,Kuliah,Rencana Cerai,Layanan Lainnya,Kerabat,2,Female,0,0,40,United-States,2,<=50K
21428,1990,Pemerintah negara,327902,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,55,United-States,3,<=50K
21429,1997,Swasta,169460,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,1,<=50K
21430,1978,Pengusaha berbadan hukum,320124,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Istri,4,Female,15024,0,40,United-States,0,>50K
21431,1979,Swasta,82797,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,45,United-States,1,>50K
21432,1986,Swasta,111499,SMA Grad,SMA Grad,Menikah,Sales,Suami,1,Male,0,1977,99,United-States,3,>50K
21433,1963,Swasta,149653,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,0,0,50,United-States,3,<=50K
21434,1974,Swasta,145409,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,50,United-States,3,>50K
21435,1999,Swasta,34803,Sarjana,Sarjana,Belum-menikah,Eksekutif Manager,Punya Anak,1,Female,0,0,20,United-States,0,<=50K
21436,1976,Swasta,158924,SMA Grad,SMA Grad,Menikah,Administratif dan Kantor,Istri,1,Female,0,0,40,United-States,2,>50K
21437,1968,Pemerintah daerah,391926,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,3,<=50K
21438,1974,Swasta,112351,SMA Grad,SMA Grad,Cerai,Eksekutif Manager,Belum Menikah,1,Male,0,0,38,United-States,1,<=50K
21439,1996,Swasta,156257,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,60,United-States,0,>50K
21440,1985,Swasta,337898,Sarjana,Sarjana,Cerai,Eksekutif Manager,Tidak dalam Keluarga,1,Male,0,0,55,United-States,3,<=50K
21441,1970,Swasta,215990,Magister,Magister,Menikah,Eksekutif Manager,Suami,1,Male,0,1887,44,United-States,3,>50K
21442,1975,Pengusaha perorangan,199590,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,50,Mexico,3,<=50K
21443,1982,Pemerintah daerah,70655,SMA Grad,SMA Grad,Cerai,Pertanian dan Perikanan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,3,<=50K
21444,1998,Swasta,126829,Diploma,Kuliah,Belum-menikah,Sales,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
21445,1991,Swasta,255334,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,25,United-States,0,>50K
21446,2002,Swasta,201268,Sarjana,Sarjana,Belum-menikah,Sales,Punya Anak,1,Female,0,0,15,United-States,0,<=50K
21447,1965,Swasta,236731,kelas 7-8,SMP_1,Menikah,Layanan Perlindungan,Suami,1,Male,0,0,40,Puerto-Rico,2,<=50K
21448,1973,Swasta,74784,Sarjana,Sarjana,Cerai,Sales,Tidak dalam Keluarga,1,Female,0,0,60,United-States,2,<=50K
21449,1989,Swasta,105813,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,48,United-States,2,>50K
21450,1965,Swasta,158776,kelas 9,SMP_2,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,2,<=50K
21451,1979,Swasta,138626,Asosiasi vokasional,vokasi Grad_2,Cerai,Eksekutif Manager,Tidak dalam Keluarga,1,Male,2174,0,50,United-States,0,<=50K
21452,2003,Swasta,25265,Asosiasi vokasional,vokasi Grad_2,Belum-menikah,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,1,Male,0,0,30,United-States,0,<=50K
21453,1992,Swasta,400535,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,3781,0,40,United-States,2,<=50K
21454,1974,Swasta,305147,Sarjana,Sarjana,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,2,<=50K
21455,1965,Swasta,69884,Proffesor,Doktor,LDM,Spesialis Profesional,Belum Menikah,1,Male,0,0,50,United-States,0,<=50K
21456,1964,Pemerintah daerah,227332,Magister,Magister,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,2,>50K
21457,1988,Pemerintah daerah,127772,Sarjana,Sarjana,Cerai,Spesialis Profesional,Belum Menikah,1,Male,0,0,40,United-States,2,<=50K
21458,1996,Swasta,183151,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,50,United-States,3,<=50K
21459,1966,Swasta,250206,kelas 10,SMA_1,Menikah,Pekerjaan Kerajinan,Suami,1,Male,5178,0,40,United-States,3,>50K
21460,2005,Swasta,236570,SMA Grad,SMA Grad,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,16,United-States,0,<=50K
21461,1979,Swasta,168837,Diploma,Kuliah,Menikah,Administratif dan Kantor,Istri,1,Female,0,0,24,Canada,2,>50K
21462,1976,Swasta,123075,Asosiasi vokasional,vokasi Grad_2,Menikah,Dukungan Teknis,Suami,1,Male,0,0,40,United-States,0,>50K
21463,1995,Swasta,133696,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Male,8614,0,45,United-States,0,>50K
21464,2006,Swasta,283342,kelas 11,SMA_2,Belum-menikah,Layanan Lainnya,Kerabat,2,Male,0,0,20,United-States,0,<=50K
21465,1958,,376028,SMA Grad,SMA Grad,Menikah,,Istri,1,Female,0,0,20,United-States,3,<=50K
21466,1997,Swasta,229803,SMA Grad,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Punya Anak,2,Male,0,0,40,United-States,0,<=50K
21467,2005,Swasta,181572,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
21468,1981,Swasta,403276,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0,<=50K
21469,1966,Swasta,275859,SMA Grad,SMA Grad,Duda/Janda,Pekerjaan Kerajinan,Belum Menikah,1,Male,8614,0,52,Mexico,0,>50K
21470,1974,Pemerintah daerah,311551,Magister,Magister,Menikah,Spesialis Profesional,Suami,1,Male,7688,0,50,United-States,1,>50K
21471,1998,Swasta,227332,Sarjana,Sarjana,Belum-menikah,Transportasi dan Pengangkutan,Belum Menikah,3,Male,0,0,40,?,0,<=50K
21472,1970,Swasta,53407,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,1,<=50K
21473,1989,Swasta,54317,SMA Grad,SMA Grad,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,1672,50,United-States,0,<=50K
21474,1981,Pemerintah pusat,347720,Sarjana,Sarjana,Belum-menikah,Dukungan Teknis,Tidak dalam Keluarga,1,Male,0,0,50,United-States,0,<=50K
21475,1959,Swasta,149131,kelas 11,SMA_2,Cerai,Inspeksi dan Operasi Mesin,Kerabat,1,Male,0,0,40,United-States,2,<=50K
21476,1934,Swasta,87372,Proffesor,Doktor,Menikah,Spesialis Profesional,Suami,1,Male,20051,0,72,United-States,1,>50K
21477,1983,Pemerintah daerah,190786,Sarjana,Sarjana,Cerai,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,0,20,United-States,3,<=50K
21478,2001,Swasta,165064,Diploma,Kuliah,Menikah,Sales,Suami,1,Male,0,0,40,United-States,1,<=50K
21479,2006,Swasta,126142,kelas 10,SMA_1,Belum-menikah,Pekerjaan Kerajinan,Punya Anak,1,Male,0,0,30,United-States,0,<=50K
21480,1994,Swasta,169841,SMA Grad,SMA Grad,Cerai,Sales,Tidak dalam Keluarga,1,Female,0,0,25,United-States,1,<=50K
21481,1976,Swasta,316101,SMA Grad,SMA Grad,Cerai,Eksekutif Manager,Belum Menikah,1,Female,0,0,40,United-States,0,<=50K
21482,1978,Swasta,165937,Asosiasi vokasional,vokasi Grad_2,Cerai,Inspeksi dan Operasi Mesin,Belum Menikah,1,Male,0,0,40,United-States,2,<=50K
21483,1966,Swasta,354024,SMA Grad,SMA Grad,Menikah,Administratif dan Kantor,Istri,1,Female,0,0,40,United-States,1,>50K
21484,2004,Swasta,293726,Diploma,Kuliah,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
21485,1971,Swasta,172991,Diploma,Kuliah,Menikah,Sales,Suami,1,Male,0,0,25,United-States,0,<=50K
21486,1999,Swasta,214413,Magister,Magister,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
21487,1964,Pemerintah daerah,232769,kelas 11,SMA_2,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,20,United-States,2,<=50K
21488,1990,Swasta,287737,Diploma,Kuliah,Menikah,Eksekutif Manager,Istri,1,Female,0,1485,40,United-States,0,>50K
21489,1987,Swasta,116358,SMA Grad,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Kerabat,4,Male,27828,0,48,United-States,0,>50K
21490,1986,Swasta,376025,kelas 7-8,SMP_1,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,40,United-States,2,<=50K
21491,1987,Pengusaha berbadan hukum,162164,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,2,<=50K
21492,1995,Pemerintah daerah,205262,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,5,Male,0,0,40,Ecuador,0,<=50K
21493,1993,Swasta,243142,SMA Grad,SMA Grad,Cerai,Inspeksi dan Operasi Mesin,Belum Menikah,1,Female,0,0,40,United-States,2,<=50K
21494,1978,Swasta,206889,Sarjana,Sarjana,Duda/Janda,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,25,United-States,1,<=50K
21495,1984,Pengusaha berbadan hukum,182437,Asosiasi akademik,vokasi Grad_1,Menikah,Sales,Suami,1,Male,15024,0,50,United-States,3,>50K
21496,1972,Pengusaha berbadan hukum,181855,Proffesor,Doktor,Menikah,Spesialis Profesional,Suami,5,Male,99999,0,65,United-States,3,>50K
21497,1996,Swasta,124680,SMA Grad,SMA Grad,Belum-menikah,Sales,Belum Menikah,1,Female,0,0,70,United-States,0,<=50K
21498,1982,Swasta,213464,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0,<=50K
21499,1973,Swasta,175246,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,50,United-States,1,>50K
21500,1988,Swasta,423711,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,45,United-States,1,<=50K
21501,1980,Swasta,213416,kelas 5-6,SD_2,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,Mexico,0,<=50K
21502,1990,Swasta,199864,Diploma,Kuliah,Menikah,Administratif dan Kantor,Istri,1,Female,0,2057,40,United-States,0,<=50K
21503,1952,Swasta,74141,kelas 9,SMP_2,Menikah,Eksekutif Manager,Istri,3,Female,0,0,48,United-States,3,>50K
21504,1964,Swasta,166386,kelas 11,SMA_2,Menikah,Inspeksi dan Operasi Mesin,Istri,3,Female,0,0,30,Hong,2,<=50K
21505,2007,Swasta,239947,kelas 11,SMA_2,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
21506,2001,Swasta,181820,Diploma,Kuliah,Belum-menikah,Inspeksi dan Operasi Mesin,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
21507,1974,Swasta,172175,Proffesor,Doktor,Menikah,Spesialis Profesional,Suami,1,Male,0,0,50,United-States,0,>50K
21508,1984,Swasta,338740,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,2,<=50K
21509,2003,Swasta,275395,Diploma,Kuliah,Belum-menikah,Pekerjaan Kerajinan,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
21510,2001,Swasta,181557,SMA Grad,SMA Grad,Belum-menikah,Layanan Lainnya,Punya Anak,2,Male,0,0,25,United-States,0,<=50K
21511,2004,Swasta,390817,kelas 5-6,SD_2,Belum-menikah,Pengelola Kebersihan,Tidak dalam Keluarga,1,Male,0,0,25,Mexico,0,<=50K
21512,1994,Pengusaha berbadan hukum,109282,Sarjana,Sarjana,Menikah,Sales,Suami,1,Male,0,0,52,United-States,3,>50K
21513,1962,Pengusaha berbadan hukum,118725,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,2,Male,20051,0,72,United-States,3,>50K
21514,1978,Pemerintah daerah,197988,kelas 1-4,SD_1,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,4,Female,0,0,20,United-States,0,<=50K
21515,1960,Swasta,254797,Diploma,Kuliah,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,2,<=50K
21516,2003,Swasta,152540,SMA Grad,SMA Grad,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,35,United-States,0,<=50K
21517,2002,Swasta,201490,SMA Grad,SMA Grad,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Male,0,0,20,United-States,0,<=50K
21518,1980,Swasta,85604,SMA Grad,SMA Grad,Cerai,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,1,>50K
21519,1992,Swasta,29312,kelas 10,SMA_1,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,80,United-States,1,>50K
21520,1982,Swasta,30824,Magister,Magister,Cerai,Spesialis Profesional,Tidak dalam Keluarga,1,Female,2354,0,16,United-States,1,<=50K
21521,1980,Pengusaha perorangan,234885,SMA Grad,SMA Grad,Menikah,Sales,Istri,1,Female,0,0,40,United-States,3,>50K
21522,2004,Swasta,218215,Diploma,Kuliah,Belum-menikah,Sales,Punya Anak,1,Female,0,0,30,United-States,0,<=50K
21523,1997,Swasta,142712,Magister,Magister,Belum-menikah,Dukungan Teknis,Tidak dalam Keluarga,1,Male,0,0,40,?,0,<=50K
21524,1968,Swasta,121362,Sarjana,Sarjana,Cerai,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,0,32,United-States,2,<=50K
21525,1995,Swasta,271328,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Male,4650,0,40,United-States,0,<=50K
21526,1972,Pemerintah daerah,30118,Diploma,Kuliah,Menikah,Layanan Perlindungan,Suami,1,Male,3137,0,42,United-States,0,<=50K
21527,1995,Swasta,177413,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,0,>50K
21528,1979,Pemerintah negara,110311,Magister,Magister,Cerai,Eksekutif Manager,Belum Menikah,1,Female,0,0,40,United-States,1,<=50K
21529,1973,Swasta,220537,SMA Grad,SMA Grad,Cerai,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,1,Female,0,0,40,United-States,3,<=50K
21530,1993,Swasta,110643,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,3,>50K
21531,2002,Swasta,51136,Diploma,Kuliah,Belum-menikah,Dukungan Teknis,Tidak dalam Keluarga,1,Female,0,0,60,United-States,0,<=50K
21532,2004,Pemerintah negara,161978,Diploma,Kuliah,Menikah,Layanan Lainnya,Suami,1,Male,0,0,20,United-States,1,<=50K
21533,1969,Pemerintah daerah,161662,Magister,Magister,Menikah,Eksekutif Manager,Suami,1,Male,0,0,55,United-States,0,>50K
21534,1990,Pengusaha perorangan,182714,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,55,United-States,0,>50K
21535,1997,Swasta,204788,SMA Grad,SMA Grad,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K
21536,1993,Swasta,144949,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,3,>50K
